Number,Category,Subcategory,Author_Last,Author_First,Title,Year,Publisher_Journal,Type,Commodity_Tag,Era,Geography,Priority,Status,Acquisition_Notes,Anna_Archive_Link,Archive_Org_Link,Direct_URL,Search_Query
65,Food Price History,20c_inflation,Cochrane,Willard W.,The Development of American Agriculture: A Historical Analysis,1993,U Minnesota Press,BOOK,multi,spanning,US,CRITICAL,NEEDED,Standard US ag history,https://annas-archive.org/search?q=Cochrane+The+Development+of+American+Agriculture%3A+A+Historical+Analysis,https://archive.org/search?query=Cochrane+The+Development+of+American+Agriculture%3A+A+Historical+Analysis,,Cochrane The Development of American Agriculture: A Historical Analysis
66,Food Price History,20c_inflation,Schertz,Lyle P.,Another Revolution in U.S. Farming?,1979,USDA ESCS,REPORT,multi,1945_1980,US,HIGH,NEEDED,Post-1973 transformation,https://annas-archive.org/search?q=Schertz+Another+Revolution+in+U.S.+Farming%3F,https://archive.org/search?query=Schertz+Another+Revolution+in+U.S.+Farming%3F,,Schertz Another Revolution in U.S. Farming?
67,Food Price History,20c_inflation,Davis,Joseph S.,Wheat and the AAA,1935,Brookings,BOOK,cereals,1900_1945,US,MEDIUM,NEEDED,Early New Deal ag policy,https://annas-archive.org/search?q=Davis+Wheat+and+the+AAA,https://archive.org/search?query=Davis+Wheat+and+the+AAA,,Davis Wheat and the AAA
68,Food Price History,1970s_shock,Schertz,Lyle P.,World Food: Prices and the Poor,1973,Foreign Affairs,ARTICLE,multi,1945_1980,US_Global,HIGH,NEEDED,Start of 1973-74 food crisis framing,https://annas-archive.org/search?q=Schertz+World+Food%3A+Prices+and+the+Poor,https://archive.org/search?query=Schertz+World+Food%3A+Prices+and+the+Poor,,Schertz World Food: Prices and the Poor
69,Food Price History,1970s_shock,Johnson,D. Gale,The World Food Situation: Developments During the 1970s,1976,AJAE,ARTICLE,multi,1945_1980,US_Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Johnson+The+World+Food+Situation%3A+Developments+During+the+1970s,https://archive.org/search?query=Johnson+The+World+Food+Situation%3A+Developments+During+the+1970s,,Johnson The World Food Situation: Developments During the 1970s
70,Food Price History,1970s_shock,USDA,,The World Food Situation and Prospects to 1985,1974,USDA FAER-98,REPORT,multi,1945_1980,US_Global,MEDIUM,NEEDED,Original govt response doc,https://annas-archive.org/search?q=USDA+The+World+Food+Situation+and+Prospects+to+1985,https://archive.org/search?query=USDA+The+World+Food+Situation+and+Prospects+to+1985,,USDA The World Food Situation and Prospects to 1985
71,Food Price History,1970s_shock,Luttrell,Clifton B.,The Russian Wheat Deal — Hindsight vs. Foresight,1973,St. Louis Fed Review,ARTICLE,cereals,1945_1980,US_Global,HIGH,NEEDED,Great Grain Robbery,https://annas-archive.org/search?q=Luttrell+The+Russian+Wheat+Deal+%E2%80%94+Hindsight+vs.+Foresight,https://archive.org/search?query=Luttrell+The+Russian+Wheat+Deal+%E2%80%94+Hindsight+vs.+Foresight,https://research.stlouisfed.org/publications/review/1973/10/01/the-russian-wheat-deal-hindsight-vs-foresight,Luttrell The Russian Wheat Deal — Hindsight vs. Foresight
72,Food Price History,1970s_shock,Morgan,Dan,Merchants of Grain,1979,Viking,BOOK,cereals,1945_1980,US_Global,HIGH,NEEDED,Cargill/Continental grain giants,https://annas-archive.org/search?q=Morgan+Merchants+of+Grain,https://archive.org/search?query=Morgan+Merchants+of+Grain,,Morgan Merchants of Grain
73,Food Price History,2008_crisis,Headey,Derek,Anatomy of a Crisis: The Causes and Consequences of Surging Food Prices,2008,Ag Econ,ARTICLE,multi,1980_2010,Global,CRITICAL,NEEDED,With Fan; canonical 2008 paper,https://annas-archive.org/search?q=Headey+Anatomy+of+a+Crisis%3A+The+Causes+and+Consequences+of+Surging+Food+Prices,https://archive.org/search?query=Headey+Anatomy+of+a+Crisis%3A+The+Causes+and+Consequences+of+Surging+Food+Prices,,Headey Anatomy of a Crisis: The Causes and Consequences of Surging Food Prices
74,Food Price History,2008_crisis,Abbott,Philip C.,What's Driving Food Prices?,2008,Farm Foundation,REPORT,multi,1980_2010,US_Global,CRITICAL,NEEDED,"With Hurt, Tyner; landmark",https://annas-archive.org/search?q=Abbott+What%27s+Driving+Food+Prices%3F,https://archive.org/search?query=Abbott+What%27s+Driving+Food+Prices%3F,,Abbott What's Driving Food Prices?
75,Food Price History,2008_crisis,Mitchell,Donald,A Note on Rising Food Prices,2008,World Bank WP 4682,WORKING_PAPER,multi,1980_2010,Global,HIGH,NEEDED,Attributed 75% to biofuels (controversial),https://annas-archive.org/search?q=Mitchell+A+Note+on+Rising+Food+Prices,https://archive.org/search?query=Mitchell+A+Note+on+Rising+Food+Prices,https://documents.worldbank.org/en/publication/documents-reports/documentdetail/229961468140943023,Mitchell A Note on Rising Food Prices
76,Food Price History,2008_crisis,Trostle,Ronald,Global Agricultural Supply and Demand: Factors Contributing to the Recent Increase in Food Commodity Prices,2008,USDA ERS WRS-0801,REPORT,multi,1980_2010,US_Global,HIGH,NEEDED,USDA's crisis analysis,https://annas-archive.org/search?q=Trostle+Global+Agricultural+Supply+and+Demand%3A+Factors+Contributing+to+the+Recent+Increase+in+Food+Commodity+Prices,https://archive.org/search?query=Trostle+Global+Agricultural+Supply+and+Demand%3A+Factors+Contributing+to+the+Recent+Increase+in+Food+Commodity+Prices,https://www.ers.usda.gov/publications/pub-details/?pubid=40470,Trostle Global Agricultural Supply and Demand: Factors Contributing to the Recent Increase in Food Commodity Prices
77,Food Price History,2008_crisis,Piesse,Jenifer,Three Bubbles and a Panic: An Explanatory Review of Recent Food Commodity Price Events,2009,Food Policy,ARTICLE,multi,1980_2010,Global,HIGH,NEEDED,With Thirtle,https://annas-archive.org/search?q=Piesse+Three+Bubbles+and+a+Panic%3A+An+Explanatory+Review+of+Recent+Food+Commodity+Price+Events,https://archive.org/search?query=Piesse+Three+Bubbles+and+a+Panic%3A+An+Explanatory+Review+of+Recent+Food+Commodity+Price+Events,,Piesse Three Bubbles and a Panic: An Explanatory Review of Recent Food Commodity Price Events
78,Food Price History,2008_crisis,Gilbert,Christopher L.,How to Understand High Food Prices,2010,Journal of Ag Econ,ARTICLE,multi,1980_2010,Global,HIGH,NEEDED,Financialization hypothesis,https://annas-archive.org/search?q=Gilbert+How+to+Understand+High+Food+Prices,https://archive.org/search?query=Gilbert+How+to+Understand+High+Food+Prices,,Gilbert How to Understand High Food Prices
79,Food Price History,2011_spike,Tadesse,Getaw,Drivers and Triggers of International Food Price Spikes and Volatility,2014,Food Policy,ARTICLE,multi,2010_2020,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Tadesse+Drivers+and+Triggers+of+International+Food+Price+Spikes+and+Volatility,https://archive.org/search?query=Tadesse+Drivers+and+Triggers+of+International+Food+Price+Spikes+and+Volatility,,Tadesse Drivers and Triggers of International Food Price Spikes and Volatility
80,Food Price History,2011_spike,Lagi,Marco,The Food Crises and Political Instability in North Africa and the Middle East,2011,NECSI,WORKING_PAPER,multi,2010_2020,Global,MEDIUM,NEEDED,Food prices → Arab Spring,https://annas-archive.org/search?q=Lagi+The+Food+Crises+and+Political+Instability+in+North+Africa+and+the+Middle+East,https://archive.org/search?query=Lagi+The+Food+Crises+and+Political+Instability+in+North+Africa+and+the+Middle+East,https://arxiv.org/abs/1108.2455,Lagi The Food Crises and Political Instability in North Africa and the Middle East
81,Food Price History,2022_spike,Glauber,Joseph W.,"The War in Ukraine, Agricultural Trade and Risks to Global Food Security",2022,IFPRI,REPORT,cereals,2020_present,Global,HIGH,NEEDED,With Laborde,https://annas-archive.org/search?q=Glauber+The+War+in+Ukraine%2C+Agricultural+Trade+and+Risks+to+Global+Food+Security,https://archive.org/search?query=Glauber+The+War+in+Ukraine%2C+Agricultural+Trade+and+Risks+to+Global+Food+Security,https://www.ifpri.org/blog/war-ukraine-agricultural-trade-and-risks-global-food-security,"Glauber The War in Ukraine, Agricultural Trade and Risks to Global Food Security"
82,Food Price History,2022_spike,FAO,,The Importance of Ukraine and the Russian Federation for Global Agricultural Markets,2022,FAO,REPORT,cereals,2020_present,Global,HIGH,NEEDED,Info note,https://annas-archive.org/search?q=FAO+The+Importance+of+Ukraine+and+the+Russian+Federation+for+Global+Agricultural+Markets,https://archive.org/search?query=FAO+The+Importance+of+Ukraine+and+the+Russian+Federation+for+Global+Agricultural+Markets,https://www.fao.org/3/cb9236en/cb9236en.pdf,FAO The Importance of Ukraine and the Russian Federation for Global Agricultural Markets
83,Food Price History,2022_spike,Carriquiry,Miguel,Russia's Invasion of Ukraine: Consequences for Global Agriculture,2022,Applied Econ Perspectives & Policy,ARTICLE,cereals,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Carriquiry+Russia%27s+Invasion+of+Ukraine%3A+Consequences+for+Global+Agriculture,https://archive.org/search?query=Carriquiry+Russia%27s+Invasion+of+Ukraine%3A+Consequences+for+Global+Agriculture,,Carriquiry Russia's Invasion of Ukraine: Consequences for Global Agriculture
84,Food Price History,secular_trends,Grilli,Enzo R.,"Primary Commodity Prices, Manufactured Goods Prices, and the Terms of Trade of Developing Countries",1988,World Bank Economic Review,ARTICLE,multi,spanning,Global,HIGH,NEEDED,With Yang; Prebisch-Singer data,https://annas-archive.org/search?q=Grilli+Primary+Commodity+Prices%2C+Manufactured+Goods+Prices%2C+and+the+Terms+of+Trade+of+Developing+Countries,https://archive.org/search?query=Grilli+Primary+Commodity+Prices%2C+Manufactured+Goods+Prices%2C+and+the+Terms+of+Trade+of+Developing+Countries,https://doi.org/10.1093/wber/2.1.1,"Grilli Primary Commodity Prices, Manufactured Goods Prices, and the Terms of Trade of Developing Countries"
85,Food Price History,secular_trends,Erten,Bilge,Super-Cycles of Commodity Prices Since the Mid-Nineteenth Century,2013,World Development,ARTICLE,multi,spanning,Global,HIGH,NEEDED,With Ocampo,https://annas-archive.org/search?q=Erten+Super-Cycles+of+Commodity+Prices+Since+the+Mid-Nineteenth+Century,https://archive.org/search?query=Erten+Super-Cycles+of+Commodity+Prices+Since+the+Mid-Nineteenth+Century,,Erten Super-Cycles of Commodity Prices Since the Mid-Nineteenth Century
86,Food Price History,secular_trends,Pfaffenzeller,Stephan,A Short Note on Updating the Grilli and Yang Commodity Price Index,2007,World Bank Economic Review,ARTICLE,multi,spanning,Global,MEDIUM,NEEDED,Index-update methodology,https://annas-archive.org/search?q=Pfaffenzeller+A+Short+Note+on+Updating+the+Grilli+and+Yang+Commodity+Price+Index,https://archive.org/search?query=Pfaffenzeller+A+Short+Note+on+Updating+the+Grilli+and+Yang+Commodity+Price+Index,,Pfaffenzeller A Short Note on Updating the Grilli and Yang Commodity Price Index
87,Food Price History,secular_trends,Deaton,Angus,Commodity Prices and Growth in Africa,1999,Journal of Economic Perspectives,ARTICLE,multi,spanning,Global,MEDIUM,NEEDED,Resource curse + prices,https://annas-archive.org/search?q=Deaton+Commodity+Prices+and+Growth+in+Africa,https://archive.org/search?query=Deaton+Commodity+Prices+and+Growth+in+Africa,https://doi.org/10.1257/jep.13.3.23,Deaton Commodity Prices and Growth in Africa
88,Food Price History,2008_crisis,Sumner,Daniel A.,Recent Commodity Price Movements in Historical Perspective,2009,AJAE,ARTICLE,multi,1980_2010,US_Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Sumner+Recent+Commodity+Price+Movements+in+Historical+Perspective,https://archive.org/search?query=Sumner+Recent+Commodity+Price+Movements+in+Historical+Perspective,,Sumner Recent Commodity Price Movements in Historical Perspective
89,Food Price History,2008_crisis,Tangermann,Stefan,Policy Solutions to Agricultural Market Volatility,2011,ICTSD,REPORT,multi,2010_2020,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Tangermann+Policy+Solutions+to+Agricultural+Market+Volatility,https://archive.org/search?query=Tangermann+Policy+Solutions+to+Agricultural+Market+Volatility,,Tangermann Policy Solutions to Agricultural Market Volatility
90,Food Price History,secular_trends,Baffes,John,"A Framework for Analyzing the Interplay Among Food, Fuel, and Other Commodity Prices",2010,World Bank Research Observer,ARTICLE,multi,1980_2010,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Baffes+A+Framework+for+Analyzing+the+Interplay+Among+Food%2C+Fuel%2C+and+Other+Commodity+Prices,https://archive.org/search?query=Baffes+A+Framework+for+Analyzing+the+Interplay+Among+Food%2C+Fuel%2C+and+Other+Commodity+Prices,,"Baffes A Framework for Analyzing the Interplay Among Food, Fuel, and Other Commodity Prices"
91,Food Price History,20c_inflation,Rasmussen,Wayne D.,"25 Years of Change in Farm Production and Efficiency, 1950-75",1978,USDA SB-616,REPORT,multi,1945_1980,US,LOW,NEEDED,,https://annas-archive.org/search?q=Rasmussen+25+Years+of+Change+in+Farm+Production+and+Efficiency%2C+1950-75,https://archive.org/search?query=Rasmussen+25+Years+of+Change+in+Farm+Production+and+Efficiency%2C+1950-75,,"Rasmussen 25 Years of Change in Farm Production and Efficiency, 1950-75"
92,Food Price History,20c_inflation,Hurt,Chris,History of the Hog Cycle,2000,Purdue Extension,REPORT,meat,1980_2010,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Hurt+History+of+the+Hog+Cycle,https://archive.org/search?query=Hurt+History+of+the+Hog+Cycle,,Hurt History of the Hog Cycle
93,Food Price History,pre_1900,Mintz,Sidney W.,Sweetness and Power: The Place of Sugar in Modern History,1985,Viking,BOOK,sugar,pre1900,Colonial,CRITICAL,NEEDED,Sugar-history classic,https://annas-archive.org/search?q=Mintz+Sweetness+and+Power%3A+The+Place+of+Sugar+in+Modern+History,https://archive.org/search?query=Mintz+Sweetness+and+Power%3A+The+Place+of+Sugar+in+Modern+History,,Mintz Sweetness and Power: The Place of Sugar in Modern History
94,Food Price History,pre_1900,Kurlansky,Mark,Salt: A World History,2002,Walker,BOOK,none,spanning,Global,MEDIUM,NEEDED,Commodity history,https://annas-archive.org/search?q=Kurlansky+Salt%3A+A+World+History,https://archive.org/search?query=Kurlansky+Salt%3A+A+World+History,,Kurlansky Salt: A World History
95,Food Price History,pre_1900,Kurlansky,Mark,Cod: A Biography of the Fish That Changed the World,1997,Walker,BOOK,meat,spanning,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Kurlansky+Cod%3A+A+Biography+of+the+Fish+That+Changed+the+World,https://archive.org/search?query=Kurlansky+Cod%3A+A+Biography+of+the+Fish+That+Changed+the+World,,Kurlansky Cod: A Biography of the Fish That Changed the World
96,Food Price History,pre_1900,Kurlansky,Mark,"Milk! A 10,000-Year Food Fracas",2018,Bloomsbury,BOOK,dairy,spanning,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Kurlansky+Milk%21+A+10%2C000-Year+Food+Fracas,https://archive.org/search?query=Kurlansky+Milk%21+A+10%2C000-Year+Food+Fracas,,"Kurlansky Milk! A 10,000-Year Food Fracas"
97,Food Price History,secular_trends,Fogel,Robert W.,"The Escape from Hunger and Premature Death, 1700-2100",2004,Cambridge UP,BOOK,none,spanning,Global,MEDIUM,NEEDED,Nutrition + economic history,https://annas-archive.org/search?q=Fogel+The+Escape+from+Hunger+and+Premature+Death%2C+1700-2100,https://archive.org/search?query=Fogel+The+Escape+from+Hunger+and+Premature+Death%2C+1700-2100,,"Fogel The Escape from Hunger and Premature Death, 1700-2100"
98,Food Price History,1970s_shock,Tweeten,Luther,Foundations of Farm Policy,1979,U Nebraska Press,BOOK,multi,1945_1980,US,MEDIUM,NEEDED,Classic ag-policy text,https://annas-archive.org/search?q=Tweeten+Foundations+of+Farm+Policy,https://archive.org/search?query=Tweeten+Foundations+of+Farm+Policy,,Tweeten Foundations of Farm Policy
99,Food Price History,2008_crisis,Meyer,Seth,Prospects for Returning to More Normal World Agricultural Commodity Markets,2010,Ag Econ,ARTICLE,multi,1980_2010,Global,LOW,NEEDED,,https://annas-archive.org/search?q=Meyer+Prospects+for+Returning+to+More+Normal+World+Agricultural+Commodity+Markets,https://archive.org/search?query=Meyer+Prospects+for+Returning+to+More+Normal+World+Agricultural+Commodity+Markets,,Meyer Prospects for Returning to More Normal World Agricultural Commodity Markets
100,Food Price History,2022_spike,Laborde,David,Implications of the War in Ukraine for Agricultural Markets,2022,IFPRI,REPORT,cereals,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Laborde+Implications+of+the+War+in+Ukraine+for+Agricultural+Markets,https://archive.org/search?query=Laborde+Implications+of+the+War+in+Ukraine+for+Agricultural+Markets,,Laborde Implications of the War in Ukraine for Agricultural Markets
101,Cereals Grains,wheat,Olmstead,Alan L.,"The Red Queen and the Hard Reds: Productivity Growth in American Wheat, 1800-1940",2002,Journal of Economic History,ARTICLE,cereals,pre1900,US,HIGH,NEEDED,With Rhode,https://annas-archive.org/search?q=Olmstead+The+Red+Queen+and+the+Hard+Reds%3A+Productivity+Growth+in+American+Wheat%2C+1800-1940,https://archive.org/search?query=Olmstead+The+Red+Queen+and+the+Hard+Reds%3A+Productivity+Growth+in+American+Wheat%2C+1800-1940,,"Olmstead The Red Queen and the Hard Reds: Productivity Growth in American Wheat, 1800-1940"
102,Cereals Grains,wheat,Malenbaum,Wilfred,"The World Wheat Economy, 1885-1939",1953,Harvard UP,BOOK,cereals,1900_1945,Global,MEDIUM,NEEDED,Classic wheat-market history,https://annas-archive.org/search?q=Malenbaum+The+World+Wheat+Economy%2C+1885-1939,https://archive.org/search?query=Malenbaum+The+World+Wheat+Economy%2C+1885-1939,,"Malenbaum The World Wheat Economy, 1885-1939"
